0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.2589,0.90588,1.4717,1.7831,2.0529,1.6949,1.487,0.76882,2.3577,2.1981,1.0112,0.83042,1.1815,1.2558,2.9841,1.6779,1.5974,2.4164,0.59512,1.1711,3.0344,1.5912,2.3978,1.7207,1.6203,1.8157,0.47022,0.91999,0.37276,2.6736,1.2445,2.1846,1.5529,0.98011,0.53255,2.8198,2.1841,0.48896,0.13786,2.7202,1.2591,0.66895,0.48318,2.2491,2.2804,1.0717,0.84379,1.7057
1.9047,2.3941,2.1229,1.7771,2.2918,0.95337,0.87021,0.85516,0.8459,2.195,0.73213,0.94019,1.3215,1.25,2.3126,1.6747,1.7947,0.83705,1.0042,0.94554,0.54653,2.4577,1.7968,0.7738,1.1046,1.7519,2.234,0.73765,0.52711,0.71535,1.2481,2.181,1.5432,1.976,0.087647,0.10367,1.3209,2.864,0.1374,2.7194,1.2567,0.74318,0.12553,2.3138,0.94189,1.0681,0.84225,2.3296
1.7704,1.6883,2.121,1.7716,2.0477,1.9862,2.0534,2.1089,2.3542,2.3341,0.88853,2.55,1.166,2.3041,0.81197,1.6717,1.5551,2.3859,2.2386,1.1842,2.3467,1.5897,0.32377,1.7111,2.2808,1.4093,2.333,0.78849,0.87622,0.53851,1.4356,2.1146,1.5501,1.972,0.33578,2.977,1.3176,0.35682,0.13693,1.071,1.2543,2.0499,2.9494,2.3944,2.7577,1.0659,0.84073,1.5095
1.7615,2.7065,0.20805,1.5108,2.0441,2.0141,2.1589,2.2987,1.0147,2.1885,0.73068,2.4763,1.0745,1.2784,1.5607,1.6687,1.5505,2.3104,0.81499,1.6034,1.7095,2.4553,2.4725,1.2345,1.8734,1.8071,0.49403,2.0837,1.1477,1.3224,0.68888,2.1458,1.5363,0.95913,0.082764,0.29746,0.57708,2.9201,2.0287,1.0686,1.2091,0.74425,0.12513,2.1358,2.2795,1.0637,2.3161,1.6409
0.25872,0.92943,0.86929,1.7682,0.86038,1.4513,2.4605,0.78453,1.1043,1.5015,2.2896,0.61024,2.0928,2.3097,2.9858,1.6656,1.5929,2.588,0.42147,2.352,0.89968,0.78239,2.1208,1.099,1.9965,1.6215,1.0381,1.601,0.39606,1.0387,1.4347,2.2597,1.5167,1.0025,1.5131,3.0616,0.61543,2.8562,0.27663,2.7185,1.3047,0.74409,0.12472,0.43432,0.93232,1.9444,2.2739,2.3256
0.96681,0.70222,0.86737,1.8504,2.2891,1.1283,0.91505,0.81693,1.0888,1.4967,0.47451,2.5752,1.2983,1.3889,2.4225,1.1837,1.458,0.86524,1.2568,1.1172,3.029,1.5857,0.18075,1.4177,1.0635,1.4007,1.2963,0.8323,2.6468,3.0556,1.394,0.95029,2.3075,1.1834,1.5703,0.35065,2.1817,0.61771,0.35951,1.0015,3.0898,2.042,2.9486,1.4036,2.2081,1.6408,2.2724,0.58386
1.7167,2.5367,2.0788,1.8575,2.0219,1.5396,2.2009,1.6658,1.0833,1.117,0.74297,0.81586,1.0056,2.5458,2.2682,1.1808,1.419,2.2554,2.9686,1.2807,0.74738,1.5816,2.2758,0.61034,1.5845,1.7984,1.9791,0.86287,0.82542,0.43008,1.4625,0.94975,2.4643,1.9674,0.26388,3.0742,2.1792,2.9346,2.0263,0.89437,1.034,2.0349,0.20102,2.492,0.3659,1.6372,0.83921,0.98709
2.0337,2.5295,0.20759,1.488,0.13478,2.4936,2.5028,2.358,2.3502,2.3312,2.4126,2.2784,0.99142,0.94049,0.93321,2.2749,1.5884,2.3944,2.0344,1.6036,2.4431,2.4767,2.0872,0.86777,2.2096,2.6004,0.32974,2.3058,0.36555,0.080532,2.2013,2.1271,1.5294,1.1872,0.29245,0.26297,1.7614,2.894,2.1136,2.7174,0.96663,2.5453,0.22925,2.1312,2.8025,1.319,0.8377,2.5514
1.566,2.3366,0.77438,1.9401,0.8843,1.0807,1.0084,0.80261,1.7428,2.1816,1.539,0.50253,1.3183,2.3297,1.5796,1.5637,1.5836,2.7516,1.2513,2.35,2.6152,2.785,0.41303,1.7011,2.1279,1.3919,1.4105,2.7306,0.66386,2.9363,0.44344,2.1375,1.5226,1.4772,0.080074,3.0641,0.97964,2.5223,0.36485,2.7101,0.9917,2.6757,2.6271,0.43302,2.1044,2.5901,2.8178,0.61254
1.2248,1.7044,1.9796,1.5962,2.2903,1.4094,2.2012,0.80077,1.1916,2.1755,0.47801,2.2663,1.4209,2.2617,2.6805,1.4083,1.4708,0.88903,0.21043,1.1144,1.1447,1.0599,2.4535,0.52807,2.1903,1.7897,0.32107,0.96069,2.9968,2.9227,0.82607,0.42883,1.447,1.3045,0.077272,0.15847,2.1871,2.4483,2.0184,0.8076,1.719,0.74137,2.4681,1.633,0.21029,2.7433,0.84927,0.82517
0.37324,0.80416,0.19894,1.4191,2.0006,1.7655,2.7481,1.591,1.0668,1.2292,0.77298,1.0422,1.4184,0.73916,2.3693,0.5521,1.4505,2.1598,2.9019,1.4199,3.0625,0.77996,2.2498,0.98475,0.81554,2.9935,2.2805,1.3036,2.8327,0.37477,1.0031,0.95372,1.3492,1.918,1.3948,3.0614,2.1899,0.31662,1.9684,0.75495,2.4926,1.9749,2.3264,2.5025,2.7022,1.2708,2.8204,2.8766
1.6888,2.1986,0.78925,2.3973,1.883,1.424,1.0493,2.3235,1.086,2.2593,2.1511,0.19668,2.6282,1.0087,2.9939,2.3335,1.4673,2.4069,1.4379,1.601,0.82247,1.5991,0.36339,1.352,0.87898,1.3672,1.0163,2.1857,0.72212,0.47465,1.7536,2.1529,2.5498,1.8116,0.19024,0.11637,1.74,2.3526,2.1134,2.6754,3.0868,2.8093,2.9493,2.1364,2.0787,1.423,2.8192,0.47442
1.5576,0.50327,1.9769,2.3082,0.88629,2.2111,2.1985,0.75415,2.3463,1.1096,2.293,2.272,1.3455,2.1427,0.79665,2.2694,1.4638,0.8587,1.8164,2.3535,1.7931,2.9914,2.3803,1.6893,0.99428,1.781,1.2372,0.80263,0.69382,0.28836,2.6555,2.1692,1.5158,1.4574,0.071891,0.10087,1.6705,1.892,2.3991,2.5688,3.0273,2.8257,2.9536,0.44412,0.2098,1.6674,0.85041,0.75249
1.0582,2.7874,0.13913,1.2246,0.13389,0.94456,2.1968,0.79753,1.6515,1.0993,1.5343,0.59475,0.99009,2.2817,1.5435,0.78691,1.3092,1.8701,2.788,1.1677,2.7593,1.071,0.13888,1.4639,2.2263,2.7847,0.67069,1.5308,0.84607,0.40729,0.35496,2.5152,1.1656,1.3786,1.2306,3.0797,1.1268,0.55074,0.36488,0.75287,1.0352,0.73916,0.43405,1.8464,2.652,1.7076,0.85835,0.33527
0.92345,2.5822,0.78958,2.4176,1.0221,1.4638,2.7696,1.5992,1.8468,2.3278,0.35011,0.92275,1.5981,2.0546,1.6057,1.2515,1.2981,2.9606,1.1142,1.4168,0.96327,1.0183,2.4231,0.9767,0.93126,1.0371,0.55712,2.7755,2.9842,2.8528,0.32955,0.46357,2.6383,1.3627,0.93652,3.0946,1.6298,2.5006,0.36378,2.5678,1.6729,0.74071,2.4021,2.5191,1.9917,1.367,2.8188,2.6909
1.6969,2.426,1.912,2.3279,1.1461,2.2317,1.0468,2.3255,1.172,2.1716,0.77052,0.24067,1.6988,0.75913,2.8384,0.51993,1.4441,2.4217,0.16704,1.7945,2.5402,3.0212,2.298,1.5806,2.9005,1.6251,2.5425,1.4341,2.7755,0.42755,1.2099,0.9516,3.0078,1.3831,0.15251,0.10312,2.1929,1.8087,1.9415,2.5668,0.7664,1.9486,2.3125,2.1936,2.3026,1.4262,2.8184,0.66362
0.28615,1.6779,0.11278,1.0968,1.9807,1.8862,2.7682,0.65497,2.3413,1.1219,2.2289,2.2892,2.4428,1.5192,2.36,2.1142,1.2939,1.7487,1.5185,2.3486,1.5644,0.75078,2.7522,1.149,2.0268,2.7014,2.094,2.1215,2.8433,0.25717,1.9228,0.94204,1.5144,1.3567,0.11453,2.6414,1.6599,0.53952,1.8879,0.74969,2.4526,1.8341,2.3236,1.9376,0.32148,2.7778,0.85706,0.38139
1.3928,0.69682,0.78767,2.5544,2.8999,1.4572,1.0723,0.7983,1.9111,1.0297,2.1507,2.4771,1.3465,1.7318,3.014,1.5545,1.4618,2.9959,2.0601,1.267,2.9326,1.601,0.68069,1.537,1.5699,0.91086,0.73191,0.64868,2.7784,2.7797,2.0908,2.1554,1.6586,1.2428,0.066503,3.0429,1.6477,2.5074,2.4343,0.7261,2.2574,2.5271,2.3214,2.5441,2.3087,2.8493,0.85584,2.6451
1.4683,2.3086,1.767,2.2481,1.9865,0.86735,2.2542,1.629,1.8426,2.2563,2.3851,0.50885,0.98737,1.7147,0.83372,2.7126,1.3119,0.82948,1.0756,1.4318,0.78138,2.992,0.30012,1.6455,2.7009,1.4957,1.0455,0.52053,0.72907,2.7053,2.9516,2.1559,1.1901,1.369,0.060889,0.10475,1.6084,1.7004,2.5362,2.5656,2.9684,0.76078,2.9588,2.2078,1.7479,1.4381,2.5615,0.59133
0.66566,2.571,0.11493,1.332,1.8233,1.4887,2.2725,1.7819,1.8372,1.0947,1.6339,0.89765,2.0612,2.1506,0.88939,0.77853,1.494,2.4803,0.19778,1.8974,0.76878,1.2265,2.3439,2.355,2.7088,2.4319,2.8927,2.2082,0.88617,0.36093,2.9456,2.3141,1.2443,0.84707,1.0088,2.8218,1.5832,0.62778,0.40029,2.5643,2.8167,0.81282,2.9514,0.46782,0.37405,1.7419,2.4192,0.4112
0.52054,2.4863,0.78189,2.6889,1.75,1.159,2.6918,2.3199,1.2468,2.3046,1.466,0.33381,0.54274,0.72955,1.6752,0.88425,1.5985,3.0499,2.5631,2.3465,2.6454,1.3463,2.2093,0.95222,2.1832,0.90415,0.73316,2.8181,0.88637,0.15938,0.15266,0.45815,3.0379,1.2826,0.07602,3.064,2.1913,2.5124,0.49084,0.70257,1.8484,1.8186,0.43308,1.9191,2.3789,1.7585,0.82566,2.6426
0.96116,2.8122,1.724,2.253,0.88312,2.0277,1.0606,0.80885,2.3363,2.3232,0.27502,2.6592,2.3254,2.3443,3.0166,0.53248,1.4191,0.81639,1.2224,1.2687,2.8161,1.0179,2.6205,1.2059,2.0651,1.4823,1.9444,3.0162,2.5252,0.24398,1.2871,0.45172,1.7421,1.3846,0.030085,0.11084,2.1889,1.5909,1.9116,0.64686,2.0807,1.7934,0.43205,2.2088,1.7376,1.424,0.80899,0.41116
2.1801,1.5037,0.12904,2.1362,0.14945,2.5047,1.3675,0.51649,1.9804,2.157,0.76801,2.3693,1.4006,1.6691,2.8085,1.8498,1.4848,1.8289,1.8416,1.4735,1.9997,2.9742,0.71158,1.5875,1.03,2.0333,0.99868,1.3089,2.9182,0.26358,1.4105,0.93354,1.3654,1.4617,1.0897,2.9201,1.8558,0.67082,1.9311,2.3707,0.76361,2.3943,2.3102,0.68842,0.38995,1.422,2.3478,0.45314
1.2892,0.8987,0.71827,2.2912,0.88644,1.5884,0.76738,1.6593,1.7255,1.0259,0.70384,0.5539,0.96867,1.0168,2.3401,1.6247,1.5942,2.6664,2.1823,1.9001,2.5706,0.67342,0.79275,1.7828,1.844,0.92126,1.0758,1.0734,0.83088,2.8404,2.9125,2.1481,2.9328,0.30606,1.2835,2.7959,1.9521,2.5838,2.6843,0.64524,0.7632,1.9844,2.3078,2.5472,2.4152,2.9021,0.63829,2.5441
