swc_file,num_nodes,soma_surface,num_stems,num_bifurcations,num_branches,num_of_tips,overall_x_span,overall_y_span,overall_z_span,average_diameter,total_length,total_surface,total_volume,max_euclidean_distance,max_path_distance,max_branch_order,average_contraction,average_fragmentation,parent_daughter_ratio,bifurcation_angle_local,bifurcation_angle_remote,moment1,moment2,moment3,moment4,moment5,moment6,moment7,moment8,moment9,moment10,moment11,moment12,moment13,ave_R
/home/linusmg/Data/bigneuron/Both_GS_and_auto/gold_163_all_soma_sort_s1_pixelsize/100/00_sorted_GMR_57C10_AD_01-1xLwt_attp40_4stop1-m-A02-20111101_1_D1-right_optic_lobe.v3draw.extract_9.v3dpbd.ano_stamp_2015_06_17_12_57.swc_resampled.swc_sorted.swc, 208.00000000, 0.00000000, 1.00000000, 28.00000000, 60.00000000, 32.00000000, 27.31300354, 21.25900269, 29.53399849, 2.46732693, 192.12284618, 1428.91689013, 933.15417378, 42.86252352, 55.49190530, 13.00000000, 0.93208432, 2.45000000, 1.18466102, 68.70102366, 79.30130206, 2043.00000000, 187947.38102656, 4692117072.48164558, 21974371203899.76562500, -0.05837023, -0.41366252, 0.00211465, 0.00063805, -0.00113808, -0.00161124, 0.01353615, -0.00792570, 0.02448695, 1.23366346
/home/linusmg/Data/bigneuron/Both_GS_and_auto/gold_163_all_soma_sort_s1_pixelsize/1/00_sorted_GMR_57C10_AD_01-Two_recombinase_flipouts_A-m-A-20111005_5_B5-left_optic_lobe.v3draw.extract_0.v3dpbd.ano_stamp_2015_06_17_11_23.swc_resampled.swc_sorted.swc, 913.00000000, 0.00000000, 1.00000000, 112.00000000, 232.00000000, 120.00000000, 92.54599762, 58.90000916, 39.53099823, 2.96097481, 879.57919530, 7978.15638489, 6763.57742288, 78.16754154, 123.80172469, 39.00000000, 0.89578660, 2.93103448, 1.08773521, 85.86337690, 88.32590581, 9326.00000000, 6642746.71993706, 3037752390035.41894531, 268781205434036736.00000000, -0.02631988, -0.03862928, 0.00049711, 0.00002487, -0.00006336, 0.00001708, 0.00691982, -0.00204869, -0.00120377, 1.48048741
/home/linusmg/Data/bigneuron/Both_GS_and_auto/gold_163_all_soma_sort_s1_pixelsize/101/00_sorted_Series021.v3dpbd_stamp_2015_06_15_17_52.swc_resampled.swc_sorted.swc, 276.00000000, 0.00000000, 1.00000000, 9.00000000, 20.00000000, 11.00000000, 105.28399658, 133.19599915, 21.58699942, 2.50642753, 386.77535632, 2905.38117143, 2234.97398726, 131.86946819, 180.45616258, 6.00000000, 0.87099683, 12.75000000, 0.94668421, 79.02828476, 92.40979974, 3963.00000000, 8785710.83044695, 8177773179339.45703125, 273409433895193792.00000000, -0.11730174, -0.59719673, 0.00876669, 0.00242690, -0.00409465, -0.00333244, 0.04521789, -0.02408037, 0.05531401, 1.25321377
/home/linusmg/Data/bigneuron/Both_GS_and_auto/gold_163_all_soma_sort_s1_pixelsize/102/00_sorted_Series009.v3dpbd_stamp_2015_06_15_17_35.swc_resampled.swc_sorted.swc, 332.00000000, 0.00000000, 1.00000000, 7.00000000, 18.00000000, 11.00000000, 86.47799683, 134.69400787, 19.33099937, 2.41333133, 477.03747669, 3533.36131333, 2803.23389889, 97.11726260, 219.47803591, 7.00000000, 0.86210915, 17.38888889, 1.06229412, 82.20393411, 73.85195086, 4894.00000000, 7048106.38477500, 8347063588200.58300781, 629443729091511040.00000000, -0.06478623, -0.32611771, 0.00224590, 0.00062508, -0.00101980, -0.00063189, 0.01885308, -0.00904792, 0.01976654, 1.20666566
/home/linusmg/Data/bigneuron/Both_GS_and_auto/gold_163_all_soma_sort_s1_pixelsize/103/00_sorted_Series017.v3dpbd_stamp_2015_06_15_17_40.swc_resampled.swc_sorted.swc, 437.00000000, 0.00000000, 1.00000000, 20.00000000, 42.00000000, 22.00000000, 129.22000122, 105.05599594, 20.64200020, 2.35175744, 615.48150279, 4429.38948188, 3049.60286270, 111.34420608, 132.79602942, 10.00000000, 0.89376546, 9.38095238, 0.92620081, 77.68712878, 100.26941480, 6288.00000000, 11534854.54054760, 26364170728419.78906250, 879723891203309952.00000000, -0.04270296, -0.12427010, 0.00121755, 0.00016067, -0.00030270, -0.00008935, 0.01092448, -0.00303760, 0.00094545, 1.17587872
/home/linusmg/Data/bigneuron/Both_GS_and_auto/gold_163_all_soma_sort_s1_pixelsize/104/00_sorted_Series019.v3dpbd_stamp_2015_06_15_17_47.swc_resampled.swc_sorted.swc, 301.00000000, 0.00000000, 1.00000000, 13.00000000, 29.00000000, 16.00000000, 126.23800659, 100.70999908, 27.70900059, 2.49411960, 421.05594108, 3123.33280022, 2360.94728568, 110.56280473, 141.21218021, 7.00000000, 0.90962065, 9.34482759, 0.99750000, 86.19277847, 90.15530688, 4335.00000000, 7274837.76379190, 11236382663284.81054688, 2317098075295374336.00000000, -0.03576689, -0.20853306, 0.00062327, 0.00021045, -0.00032266, -0.00027566, 0.00668023, -0.00219623, 0.01139122, 1.24705980
/home/linusmg/Data/bigneuron/Both_GS_and_auto/gold_163_all_soma_sort_s1_pixelsize/105/00_sorted_Image4.v3dpbd.ano_stamp_2015_06_15_17_05.swc_resampled.swc_sorted.swc, 556.00000000, 0.00000000, 1.00000000, 15.00000000, 32.00000000, 17.00000000, 304.41200352, 147.67299652, 11.34800005, 3.02600000, 789.81622342, 7317.60297455, 7543.89857645, 201.98397794, 307.04842615, 8.00000000, 0.91077470, 16.34375000, 1.05604839, 96.60811277, 94.77072809, 8021.00000000, 61068705.31871610, 155419219400100.50000000, 4786762065831002112.00000000, -0.14429117, -1.19382810, 0.01238953, 0.00604832, -0.00864822, -0.01109553, 0.05856010, -0.04090038, 0.12043103, 1.51300000
/home/linusmg/Data/bigneuron/Both_GS_and_auto/gold_163_all_soma_sort_s1_pixelsize/106/00_sorted_Image5.v3dpbd_stamp_2015_06_15_17_13.swc_resampled.swc_sorted.swc, 385.00000000, 0.00000000, 1.00000000, 15.00000000, 32.00000000, 17.00000000, 189.68400574, 128.66799927, 6.27699995, 3.07855584, 540.88512063, 5164.03008778, 5539.65176878, 141.70610128, 160.45724322, 9.00000000, 0.94167509, 11.00000000, 0.92319624, 81.63538757, 75.11121632, 5501.00000000, 16771379.01962501, 33777569390890.18359375, 158319282334217632.00000000, -0.13649201, -0.18425620, 0.01447762, 0.00063924, -0.00128418, 0.00025755, 0.04380727, -0.01091429, -0.00573105, 1.53927792
/home/linusmg/Data/bigneuron/Both_GS_and_auto/gold_163_all_soma_sort_s1_pixelsize/107/00_sorted_Image7.v3dpbd_stamp_2015_06_15_17_23.swc_resampled.swc_sorted.swc, 468.00000000, 0.00000000, 1.00000000, 17.00000000, 38.00000000, 21.00000000, 115.55200195, 117.49299622, 12.39499903, 2.94187180, 654.82677219, 5996.84887050, 5988.89182911, 72.54425172, 124.13412785, 8.00000000, 0.90476756, 11.28947368, 1.05389459, 63.74300898, 63.62631647, 6669.00000000, 9287917.74397224, 13466485498479.65234375, 494450569151148160.00000000, -0.02635448, -0.20840666, 0.00042739, 0.00019081, -0.00026009, -0.00036846, 0.00822381, -0.00588435, 0.01666682, 1.47093590
/home/linusmg/Data/bigneuron/Both_GS_and_auto/gold_163_all_soma_sort_s1_pixelsize/108/00_sorted_Image10.v3dpbd_stamp_2015_06_15_17_26.swc_resampled.swc_sorted.swc, 394.00000000, 0.00000000, 1.00000000, 3.00000000, 8.00000000, 5.00000000, 124.56499481, 105.16799927, 20.63299990, 2.57371065, 568.88200630, 4493.85498120, 4288.55140929, 82.55132459, 469.64206945, 4.00000000, 0.82107966, 48.12500000, 0.88738213, 51.00264839, 65.02177485, 5816.00000000, 9592714.43346143, 18155854857985.30468750, 2261090401136495104.00000000, -0.04858732, -0.18503687, 0.00148242, 0.00029775, -0.00056306, -0.00024224, 0.01416159, -0.00552032, 0.01328701, 1.28685533
